auc,auprc,sens_oracle,spec_oracle,thr,sens,spec,auc_AP,n_AP,pos_AP,sens_AP,spec_AP,thr_AP,sens_AP_strat,spec_AP_strat,auc_PA,n_PA,pos_PA,sens_PA,spec_PA,thr_PA,sens_PA_strat,spec_PA_strat,auc_stratified,sens_gap,sens_gap_strat,fold,seed,epochs,auc_last,auc_sel,best_epoch,n_fit,n_sel,n_val,auc_corners,auc_zoom_in,auc_shift,auc_rotate,auc_low_contr,auc_bright,auc_blur,auc_lowres,cam_n,cam_hit,cam_mass,cam_area_baseline,cam_hit_lift,cam_mass_lift,balance_view,n_fit_effective,auc_view,balance_strength,balance_residual_auc,cam_degenerate
0.8648665296223507,0.6707637135320755,0.8419010669253152,0.7265029635901779,0.5907567739486694,0.7623666343355965,0.7967823878069432,0.8178292540792542,2087,0.3833253473885961,0.83875,0.6091686091686092,,,,0.8235239937367598,2487,0.0928829915560916,0.4978354978354978,0.9038120567375888,,,,0.8209256287028257,,,0,0,8,0.8597428352185823,0.8860310672602427,6,15248,3050,4574,0.8635033411053832,0.8598219518932293,0.8637044179134389,0.8625212266752955,0.8621073013740294,0.8604214865557774,0.8532911304732519,0.8546677332360938,300,0.5266666666666666,0.1706676623132621,0.1128446534863945,0.413822013180272,0.0578230088268676,,,,,,
0.8867007639036374,0.7079343827257146,0.8874878758486906,0.718961625282167,0.4748177528381347,0.8448108632395732,0.7542325056433409,0.8420286430298947,2086,0.3830297219558964,0.8936170212765957,0.5485625485625486,0.6818863749504089,0.7897371714643304,0.7272727272727273,0.8700250561471591,2489,0.0932101245480112,0.6767241379310345,0.8715108551174124,0.1902447342872619,0.8620689655172413,0.7199822773593265,0.8572599156525987,0.2168928833455612,0.0723317940529109,1,0,8,0.8824177637700801,0.8849731947699034,7,15247,3050,4575,0.8866077117265447,0.8853520547015433,0.888112146483832,0.8869104049849694,0.8838287358259639,0.8856246428438498,0.8764778875185283,0.876762517707282,300,0.53,0.1991120759909843,0.1107017963435374,0.4192982036564626,0.0884102796474469,,,,,,
0.8807416052143637,0.7036566078858821,0.8195926285160039,0.781541066892464,0.5006821155548096,0.8128031037827352,0.7849280270956817,0.8381361693861692,2087,0.3833253473885961,0.8975,0.5648795648795649,0.7440778017044067,0.74375,0.77000777000777,0.8444379202357927,2487,0.0928829915560916,0.5194805194805194,0.9104609929078016,0.166255846619606,0.8051948051948052,0.7309397163120568,0.8415625914156869,0.3780194805194805,0.0614448051948052,2,0,8,0.8757925697670821,0.8825149487396983,7,15248,3050,4574,0.8803646375292822,0.8784184768370195,0.8781422528760554,0.8800930674903561,0.8787940757215018,0.8760781015721222,0.8549930971385771,0.8589836984061412,300,0.4933333333333333,0.1933918485012706,0.1226302747661564,0.3707030585671769,0.0707615737351141,,,,,,
0.8870135834283925,0.7100278122211028,0.8244422890397672,0.7920428893905191,0.402269959449768,0.8448108632395732,0.7649548532731377,0.8438412975912977,2087,0.3833253473885961,0.90375,0.5532245532245532,0.6767557263374329,0.7125,0.8065268065268065,0.8651314716888487,2488,0.0928456591639871,0.6406926406926406,0.8856889676561808,0.1601371020078659,0.8268398268398268,0.7642888790429774,0.8554194294283921,0.2630573593073594,0.1143398268398268,3,0,8,0.8852111080215356,0.8629489934895136,7,15247,3050,4575,0.8879484841252986,0.889053889252583,0.8896674862556462,0.8857012740485142,0.8868575841903256,0.8839209669544351,0.8727511478259729,0.87405114147653,300,0.59,0.1921850862585521,0.1166582961309523,0.4733417038690476,0.0755267901275997,,,,,,
0.8814805277345548,0.6847340916078568,0.8805825242718447,0.7209367945823928,0.4448237717151642,0.8,0.7869638826185101,0.8228696196332372,2087,0.3828461907043603,0.8760951188986232,0.5644409937888198,0.5134500861167908,0.8347934918648311,0.6288819875776398,0.8713809830831107,2487,0.0928829915560916,0.5367965367965368,0.9140070921985816,0.1621273159980774,0.8138528138528138,0.7734929078014184,0.8492464803459253,0.3392985821020864,0.0209406780120172,4,0,8,0.8775132043218128,0.8794823889154795,7,15248,3050,4574,0.8819426789980056,0.8831242192465317,0.8798223169475552,0.880347065462754,0.8767686120668873,0.8780558964693508,0.8542456551754366,0.8589493523855444,300,0.5533333333333333,0.2052678508759162,0.1205757068452381,0.4327576264880952,0.0846921440306781,,,,,,
0.8434417888800281,0.601956302927128,0.8089233753637245,0.7366638441998307,0.1953039318323135,0.8166828322017459,0.7208580299181485,0.8123883061383061,2087,0.3833253473885961,0.8575,0.5710955710955711,0.3102824687957763,0.7825,0.679098679098679,0.8099651530502593,2487,0.0928829915560916,0.6753246753246753,0.8062943262411347,0.1752917617559433,0.6753246753246753,0.7974290780141844,0.8110707762454393,0.1821753246753247,0.1071753246753246,0,0,8,0.8346135725339758,0.8632409767023268,6,15248,3050,4574,0.8421002274125317,0.8449363822545406,0.8452108267747254,0.8430407303043966,0.841118112982444,0.8405648437801564,0.8206285368096489,0.8234301978765523,300,0.34,0.1437301159457092,0.1128446534863945,0.2271553465136054,0.0308854624593147,1.0,13133.289481908185,0.738124591912444,,,
0.8561617790903664,0.656082935530662,0.7934044616876819,0.7519051651143099,0.3347581923007965,0.7895247332686712,0.7538808918995202,0.81008547008547,2087,0.3833253473885961,0.835,0.5959595959595959,0.5749410390853882,0.6875,0.7707847707847708,0.82720633385527,2487,0.0928829915560916,0.6320346320346321,0.8439716312056738,0.210503950715065,0.6926406926406926,0.785904255319149,0.819394518663409,0.2029653679653679,0.0051406926406926,0,0,8,0.8482895330829525,0.8797774521199891,5,15248,3050,4574,0.8566256656135115,0.8543204685240197,0.8570942060586947,0.8568250998608478,0.855264667177503,0.8505390199880477,0.8488299355596053,0.8494439795085076,297,0.4444444444444444,0.1600687560194892,0.113148250146018,0.3312961942984264,0.0469205058734711,1.0,14762.469946657073,0.7671101996794447,0.5,0.6105489189877279,
0.8689338191021889,0.6763402781667301,0.7846750727449079,0.8002257336343115,0.2988823354244232,0.8399612027158099,0.7282731376975169,0.8229634362300194,2086,0.3830297219558964,0.886107634543179,0.54001554001554,0.5002818703651428,0.7559449311639549,0.745920745920746,0.8509999541655845,2489,0.0932101245480112,0.6810344827586207,0.8356225077536553,0.2134122252464294,0.771551724137931,0.7784669915817457,0.8382165276270952,0.2050731517845583,0.0156067929739761,1,0,8,0.8752375567344597,0.8757002835594588,4,15247,3050,4575,0.8701700446431504,0.8704212855213002,0.8693829326980972,0.8696169315551975,0.8686352310868711,0.870846315024314,0.8524589311479573,0.8535424416453377,295,0.4576271186440678,0.1886738033232539,0.1107280677101349,0.3468990509339329,0.0779457356131189,1.0,14760.977963432006,0.7755454777627506,0.5,0.6106242829855539,
0.8645423976404067,0.6514057621163992,0.8060135790494666,0.7533163985323172,0.3410899341106415,0.7904946653734238,0.7631950324583686,0.8247125097125099,2087,0.3833253473885961,0.86875,0.5742035742035742,0.3676486909389496,0.85125,0.616938616938617,0.8300155813453686,2487,0.0928829915560916,0.5194805194805194,0.8710106382978723,0.1035564541816711,0.7835497835497836,0.7189716312056738,0.8275959244809663,0.3492694805194806,0.0677002164502164,2,0,8,0.8635267475956333,0.8678535722667691,4,15248,3050,4574,0.8649834251935415,0.8659810070704026,0.8670117139217697,0.8620669217563465,0.8644016849387859,0.8627687058236717,0.859469896379057,0.8601704485258427,294,0.4013605442176871,0.1706117479134631,0.1233003365568166,0.2780602076608705,0.0473114113566465,1.0,14762.46994665707,0.7988877091397547,0.5,0.6105489189877279,
0.877456166950932,0.6805933822600679,0.8273520853540253,0.7621331828442438,0.4213378727436065,0.8700290979631425,0.7121896162528216,0.844040404040404,2087,0.3833253473885961,0.92875,0.5213675213675214,0.6266239881515503,0.77625,0.7381507381507382,0.8417026777682515,2488,0.0928456591639871,0.6666666666666666,0.8210013291980505,0.4259980916976928,0.6666666666666666,0.8227735932653966,0.8427690897310892,0.2620833333333333,0.1095833333333333,3,0,8,0.869479542752549,0.8592111155668325,3,15247,3050,4575,0.8775170613903527,0.8703493069254904,0.8773060518946518,0.8734287866215054,0.8774628721813401,0.8685101580135439,0.8594879283958023,0.8598428950831228,300,0.5466666666666666,0.1831013026748862,0.1166582961309523,0.4300083705357143,0.0664430065439338,1.0,14761.35477356186,0.7890785208386937,0.5,0.6105633116439536,
